0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.083901882171631,2.5419509410858154,2.5419509410858154,8.413803100585938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.884305953979492,8.526697158813477,0.0,0.0,0.0,5.684463977813721,0.0,5.604669094085693,16.814006805419922,0.0,0.0,3.0374629497528076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008-01-09,1994
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0841178894043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.20976448059082,0.0,0.0,0.0,33.047149658203125,11.015716552734375,0.0,0.0,0.0,0.0,0.0,0.0,18.977149963378906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.678611755371094,0.0,0.0,0.0,0.0,0.0,1,2008-01-09,1999
0.0,0.0,7.128457546234131,7.128457546234131,0.0,0.0,0.0,0.0,5.1966328620910645,5.1966328620910645,6.639911651611328,0.0,0.0,0.0,0.0,0.0,9.074392318725586,0.0,0.0,0.0,3.317152976989746,3.317152976989746,0.0,3.317152976989746,0.0,11.135513305664062,5.567756652832031,1.8559187650680542,0.0,1.8559187650680542,0.0,0.0,8.367260932922363,12.550890922546387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1849265098571777,1.5924632549285889,0.0,0.0,0.0,0.0,1,2008-01-09,2003
23.475189208984375,0.0,23.475189208984375,0.0,0.0,0.0,0.0,14.939449310302734,22.409175872802734,74.98605346679688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.6990966796875,28.01945686340332,0.0,0.0,9.33981990814209,0.0,0.0,30.210432052612305,50.35072326660156,0.0,0.0,22.18915367126465,44.3783073425293,0.0,0.0,20.661788940429688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.947309494018555,26.920963287353516,0.0,0.0,0.0,0.0,0.0,1,2008-01-10,2000
0.0,0.0,2.010636568069458,6.031909942626953,10.981125831604004,0.0,0.0,0.0,0.0,4.961819171905518,4.961819171905518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.602041244506836,14.569908142089844,2.0814154148101807,0.0,0.0,2.0814154148101807,0.0,0.0,27.559499740600586,0.0,0.0,4.000025272369385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008-01-15,1993
12.646406173706055,0.0,0.0,0.0,12.646406173706055,10.658529281616211,6.395116329193115,0.0,0.0,6.395116329193115,0.0,0.0,25.335922241210938,25.335922241210938,0.0,0.0,27.974411010742188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.159682273864746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.920137405395508,22.920137405395508,38.200233459472656,1,2008-01-29,1995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.089595794677734,17.544797897338867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.631295680999756,0.0,0.0,0.0,0.0,0.0,13.232770919799805,26.46554183959961,0.0,1,2008-02-18,2001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.882518768310547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.924989700317383,6.3083295822143555,18.924989700317383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.389623641967773,16.389623641967773,1,2008-02-18,2007
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.761043548583984,4.880521774291992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.627255439758301,0.0,0.0,0.0,0.0,0.0,5.361384391784668,10.722768783569336,0.0,0.0,0.0,0.0,26.68321418762207,26.68321418762207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.409774780273438,0.0,0.0,11.232282638549805,0.0,0.0,0.0,11.232282638549805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.757325172424316,1,2008-02-25,2009
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.556796073913574,8.556796073913574,8.556796073913574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0169038772583,8.0169038772583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.783193349838257,0.0,1,2008-02-29,2004
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.04803466796875,13.04803466796875,21.746721267700195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.740489959716797,17.740489959716797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.101590871810913,0.0,0.0,11.323866844177246,0.0,1,2008-03-03,2002
0.0,0.0,5.53571891784668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.248188018798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9982998371124268,3.9982998371124268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77943229675293,17.55886459350586,0.0,0.0,0.0,0.0,0.0,0.0,13.88227367401123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.186656475067139,0.0,1,2008-03-03,2008
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.821352005004883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156618714332581,2.746985673904419,0.0,0.0,0.0,0.0,0.0,12.236510276794434,12.236510276794434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.481783866882324,0.0,0.0,0.0,1,2008-03-05,2005
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.026847839355469,14.026847839355469,28.053695678710938,4.675616264343262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.63981819152832,20.63981819152832,10.31990909576416,0.0,0.0,0.0,0.0,6.799026966094971,0.0,0.0,0.0,1.3420082330703735,2.684016466140747,6.079217433929443,6.079217433929443,0.0,0.0,6.079217433929443,0.8367201685905457,0.0,1,2008-03-07,2006
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.372031211853027,12.372031211853027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3045973777770996,0.0,0.0,0.0,0.0,0.0,0.0,5.843363285064697,5.843363285064697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.155294418334961,0.0,0.0,4.933664321899414,0.0,0.0,0.0,0.0,0.0,2.8986282348632812,2.173971176147461,0.0,2.9364631175994873,0.0,1,2008-03-12,2025
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.343828201293945,18.68765640258789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8999247550964355,0.0,0.0,0.0,0.0,0.0,0.0,7.62962532043457,7.62962532043457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64652156829834,0.0,0.0,4.379454135894775,0.0,0.0,2.1897270679473877,0.0,0.0,3.277832508087158,3.277832508087158,0.0,0.0,0.0,0.0,1,2008-03-13,2028
0.0,0.0,0.0,7.307445049285889,0.0,0.0,0.0,0.0,0.0,40.05808639526367,10.014521598815918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.77849578857422,0.0,0.0,0.0,0.0,17.839311599731445,17.839311599731445,0.0,0.0,0.0,0.0,0.0,7.587654113769531,0.0,0.0,0.0,0.0,4.258301258087158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.746209144592285,0.0,6.746209144592285,0.0,0.0,13.703454971313477,0.0,0.0,0.0,0.0,0.0,1,2008-03-18,2011
0.0,0.0,2.3283705711364746,2.3283705711364746,0.0,0.0,0.0,0.0,36.62323760986328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.010684967041016,0.0,0.0,0.0,0.0,23.082353591918945,15.388235092163086,7.694117546081543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7779219150543213,0.0,0.0,23.77110481262207,0.0,0.0,0.0,0.0,0.0,2.8714962005615234,10.050236701965332,1.4357481002807617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.791479110717773,0.0,1,2008-03-19,2015
0.0,0.0,0.0,0.0,20.2393741607666,13.492916107177734,20.2393741607666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.41159439086914,30.61739158630371,20.41159439086914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4485481977462769,2.8970963954925537,4.7515740394592285,4.7515740394592285,4.7515740394592285,0.0,4.7515740394592285,0.6864497065544128,0.0,1.3728994131088257,1.3728994131088257,3.432248592376709,0.0,0.0,0.0,9.30762004852295,4.653810024261475,0.0,1.9566020965576172,1.9566020965576172,0.0,1.9566020965576172,2.4566738605499268,0.0,1,2008-03-22,2155
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.17509078979492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.597095012664795,4.597095012664795,0.0,0.0,13.791285514831543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.424726486206055,0.0,0.0,0.0,12.090194702148438,12.090194702148438,0.0,12.090194702148438,3.676226854324341,3.676226854324341,22.057361602783203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2008-04-01,2114
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.705649375915527,0.0,6.852824687957764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9794118404388428,0.0,0.0,8.639045715332031,4.319522857666016,0.0,0.0,0.0,0.0,1.9069615602493286,2.8604423999786377,1.9069615602493286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.411567449569702,0.0,3.411567449569702,4.376277923583984,1.4587593078613281,2.188138961791992,2.188138961791992,0.0,0.0,0.0,1.7658838033676147,7.063535213470459,3.5317676067352295,0.0,0.0,0.0,0.0,1,2008-04-03,2013
9.554766654968262,4.777383327484131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.185258865356445,0.0,0.0,5.03221321105957,2.516106605529785,0.0,0.0,0.0,0.0,0.0,5.783904075622559,3.855936050415039,0.0,0.0,5.025595188140869,5.025595188140869,0.0,0.0,0.0,2.3816404342651367,0.0,0.0,3.9185736179351807,3.9185736179351807,2.351144313812256,0.0,0.0,0.0,0.0,0.0,1.666000485420227,6.664001941680908,1.666000485420227,0.0,0.0,0.0,0.0,9.339072227478027,0.0,1.1456689834594727,0.0,0.0,3.437006950378418,1.3679194450378418,2.7358388900756836,0.0,0.0,0.0,0.0,1,2008-04-16,2010
22.189769744873047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.436610221862793,0.0,0.0,4.7183051109313965,0.0,0.0,6.053640842437744,0.0,0.0,0.0,0.0,0.0,18.627092361450195,0.0,0.0,0.0,12.411884307861328,0.0,18.617828369140625,17.538421630859375,0.0,17.538421630859375,10.523054122924805,0.0,0.0,0.0,0.0,18.321205139160156,0.0,0.0,0.0,0.0,0.0,0.0,11.66270923614502,10.02502155303955,0.0,0.0,10.02502155303955,6.683347702026367,5.840122222900391,0.0,0.0,5.840122222900391,0.0,0.0,1,2008-04-16,2020
10.282398223876953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.767381429672241,0.0,0.0,4.938202857971191,0.0,0.0,1.6460676193237305,0.0,0.0,1.3133453130722046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9132617115974426,1.8265234231948853,0.9132617115974426,3.426137924194336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.220258712768555,0.0,0.0,0.0,0.0,0.7250392436981201,0.0,2.9001569747924805,0.9642767310142517,0.0,0.0,3.857106924057007,0.9642767310142517,2.2767980098724365,0.0,0.0,0.0,0.0,0.0,1,2008-04-16,2140
12.10912036895752,0.0,0.0,0.0,0.0,5.506882667541504,0.0,0.0,0.0,1.1934900283813477,2.3869800567626953,6.804243564605713,6.804243564605713,0.0,0.0,0.0,0.7676293849945068,0.0,1.5352587699890137,3.0705175399780273,2.3028881549835205,0.0,0.0,0.0,0.0,13.236403465270996,0.0,0.0,2.690897226333618,0.0,2.690897226333618,3.6870310306549072,0.0,6.1450514793396,2.4580204486846924,1.2290102243423462,0.0,0.0,0.0,1.8484829664230347,9.242414474487305,1.8484829664230347,5.907087802886963,0.0,0.0,0.0,5.907087802886963,5.487997055053711,2.7439985275268555,0.0,0.0,0.0,1.5005234479904175,0.0,0.0,3.001046895980835,1.5005234479904175,1.6700670719146729,0.0,6.680268287658691,1,2008-04-18,2055
